INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    144   CA      2 16.01900 26.39400 10.44800
DATA: ANCHOR    146   CA     11 14.74700 32.47800 12.08700
DATA: ANCHOR    148   CA     21 19.87800 33.96500  9.87500

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1   147   148     CA     N    16    20      2.43281129      2.43281129
DATA: RIGID1   147   148     CA    CA    16    21      3.77765017      3.77765017
DATA: RIGID1   147   148      C     N    17    20      1.32939131      1.32939131
DATA: RIGID1   147   148      C    CA    17    21      2.39636675      2.39636675
DATA: RIGID1   148   148      N    CA    20    21      1.44171872      1.44171872

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG1   146   146      C    HA    12    14      2.18962779      2.18962779
DATA: HYDRORIG1   146   147     HA     H    14    18      3.47676195      3.67676195
DATA: HYDRORIG1   146   147     HA    HA    14    19      4.76796526      4.96796526
DATA: HYDRORIG1   146   148     HA     H    14    23      4.47930042      4.67930042
DATA: HYDRORIG1   146   147     CA     H    11    18      2.59891064      2.59891064
DATA: HYDRORIG1   146   147      C     H    12    18      2.05720368      2.05720368
DATA: HYDRORIG1   147   147      N     H    15    18      1.02795881      1.02795881
DATA: HYDRORIG1   147   147     CA     H    16    18      2.15263702      2.15263702
DATA: HYDRORIG1   147   147      H    HA    18    19      2.90200791      3.10200791
DATA: HYDRORIG1   147   148      H     H    18    23      2.53424232      2.73424232
DATA: HYDRORIG1   147   147      N    HA    15    19      2.07719462      2.07719462
DATA: HYDRORIG1   147   147     CA    HA    16    19      1.09261557      1.09261557
DATA: HYDRORIG1   147   147      C    HA    17    19      2.11802074      2.11802074
DATA: HYDRORIG1   147   148     HA     H    19    23      3.42273659      3.62273659
DATA: HYDRORIG1   147   148     HA    HA    19    24      4.28727554      4.48727554
DATA: HYDRORIG1   147   148     CA     H    16    23      2.59024166      2.59024166
DATA: HYDRORIG1   147   148      C     H    17    23      2.04161145      2.04161145
DATA: HYDRORIG1   148   148      N     H    20    23      1.00730591      1.00730591
DATA: HYDRORIG1   148   148     CA     H    21    23      2.12342465      2.12342465
DATA: HYDRORIG1   148   148      H    HA    23    24      2.75564736      2.95564736
DATA: HYDRORIG1   148   148      N    HA    20    24      2.01252649      2.01252649
DATA: HYDRORIG1   148   148     CA    HA    21    24      1.09987689      1.09987689

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID2   148   148     CA     C    21    22      1.51956640      1.51956640
DATA: RIGID2   148   149     CA     N    21    25      2.44990377      2.44990377
DATA: RIGID2   148   149     CA    CA    21    26      3.85708613      3.85708613
DATA: RIGID2   148   149     CA     C    21    27      4.56123364      4.56123364
DATA: RIGID2   148   150     CA     N    21    30      4.27519882      4.27519882
DATA: RIGID2   148   150     CA    CA    21    31      5.48311998      5.48311998
DATA: RIGID2   148   150     CA     C    21    32      6.54777717      6.54777717
DATA: RIGID2   148   151     CA     N    21    35      7.71441827      7.71441827
DATA: RIGID2   148   151     CA    CA    21    36      8.91537257      8.91537257
DATA: RIGID2   148   151     CA     C    21    37      9.20524747      9.20524747
DATA: RIGID2   148   144     CA     N    21     1      9.71767679      9.71767679
DATA: RIGID2   148   144     CA    CA    21     2      8.51705649      8.51705649
DATA: RIGID2   148   149      C     N    22    25      1.30632347      1.30632347
DATA: RIGID2   148   149      C    CA    22    26      2.50481933      2.50481933
DATA: RIGID2   148   149      C     C    22    27      3.26596423      3.26596423
DATA: RIGID2   148   150      C     N    22    30      3.25648936      3.25648936
DATA: RIGID2   148   150      C    CA    22    31      4.59836240      4.59836240
DATA: RIGID2   148   150      C     C    22    32      5.64304296      5.64304296
DATA: RIGID2   148   151      C     N    22    35      6.70007293      6.70007293
DATA: RIGID2   148   151      C    CA    22    36      7.90062504      7.90062504
DATA: RIGID2   148   151      C     C    22    37      8.11059317      8.11059317
DATA: RIGID2   148   144      C     N    22     1      9.42713155      9.42713155
DATA: RIGID2   148   144      C    CA    22     2      8.15184532      8.15184532
DATA: RIGID2   149   149      N    CA    25    26      1.44640971      1.44640971
DATA: RIGID2   149   149      N     C    25    27      2.45691863      2.45691863
DATA: RIGID2   149   150      N     N    25    30      2.75388044      2.75388044
DATA: RIGID2   149   150      N    CA    25    31      4.19829865      4.19829865
DATA: RIGID2   149   150      N     C    25    32      4.94849981      4.94849981
DATA: RIGID2   149   151      N     N    25    35      6.01360822      6.01360822
DATA: RIGID2   149   151      N    CA    25    36      7.07873028      7.07873028
DATA: RIGID2   149   151      N     C    25    37      7.11534991      7.11534991
DATA: RIGID2   149   144      N     N    25     1      8.62660344      8.62660344
DATA: RIGID2   149   144      N    CA    25     2      7.27653005      7.27653005
DATA: RIGID2   149   149     CA     C    26    27      1.52180489      1.52180489
DATA: RIGID2   149   150     CA     N    26    30      2.47456072      2.47456072
DATA: RIGID2   149   150     CA    CA    26    31      3.84319000      3.84319000
DATA: RIGID2   149   150     CA     C    26    32      4.34648754      4.34648754
DATA: RIGID2   149   151     CA     N    26    35      5.21155769      5.21155769
DATA: RIGID2   149   151     CA    CA    26    36      6.17583547      6.17583547
DATA: RIGID2   149   151     CA     C    26    37      6.04869422      6.04869422
DATA: RIGID2   149   144     CA     N    26     1      8.43772394      8.43772394
DATA: RIGID2   149   144     CA    CA    26     2      7.05367573      7.05367573
DATA: RIGID2   149   150      C     N    27    30      1.31034383      1.31034383
DATA: RIGID2   149   150      C    CA    27    31      2.44025606      2.44025606
DATA: RIGID2   149   150      C     C    27    32      2.93919881      2.93919881
DATA: RIGID2   149   151      C     N    27    35      3.74852148      3.74852148
DATA: RIGID2   149   151      C    CA    27    36      4.82520784      4.82520784
DATA: RIGID2   149   151      C     C    27    37      4.92966862      4.92966862
DATA: RIGID2   149   144      C     N    27     1      7.51535433      7.51535433
DATA: RIGID2   149   144      C    CA    27     2      6.21563727      6.21563727
DATA: RIGID2   150   150      N    CA    30    31      1.45237763      1.45237763
DATA: RIGID2   150   150      N     C    30    32      2.42161865      2.42161865
DATA: RIGID2   150   151      N     N    30    35      3.46515059      3.46515059
DATA: RIGID2   150   151      N    CA    30    36      4.72067602      4.72067602
DATA: RIGID2   150   151      N     C    30    37      5.18324280      5.18324280
DATA: RIGID2   150   144      N     N    30     1      6.91967758      6.91967758
DATA: RIGID2   150   144      N    CA    30     2      5.72393622      5.72393622
DATA: RIGID2   150   150     CA     C    31    32      1.50865443      1.50865443
DATA: RIGID2   150   151     CA     N    31    35      2.41753684      2.41753684
DATA: RIGID2   150   151     CA    CA    31    36      3.79262517      3.79262517
DATA: RIGID2   150   151     CA     C    31    37      4.62979588      4.62979588
DATA: RIGID2   150   144     CA     N    31     1      6.24829415      6.24829415
DATA: RIGID2   150   144     CA    CA    31     2      5.24630589      5.24630589
DATA: RIGID2   150   151      C     N    32    35      1.31655530      1.31655530
DATA: RIGID2   150   151      C    CA    32    36      2.44588279      2.44588279
DATA: RIGID2   150   151      C     C    32    37      3.25125499      3.25125499
DATA: RIGID2   150   144      C     N    32     1      5.17288160      5.17288160
DATA: RIGID2   150   144      C    CA    32     2      4.15550253      4.15550253
DATA: RIGID2   151   151      N    CA    35    36      1.43547635      1.43547635
DATA: RIGID2   151   151      N     C    35    37      2.55612303      2.55612303
DATA: RIGID2   151   144      N     N    35     1      5.52724523      5.52724523
DATA: RIGID2   151   144      N    CA    35     2      4.70359233      4.70359233
DATA: RIGID2   151   151     CA     C    36    37      1.52072513      1.52072513
DATA: RIGID2   151   144     CA     N    36     1      5.13433935      5.13433935
DATA: RIGID2   151   144     CA    CA    36     2      4.46098075      4.46098075
DATA: RIGID2   151   144      C     N    37     1      5.56038534      5.56038534
DATA: RIGID2   151   144      C    CA    37     2      4.72380497      4.72380497
DATA: RIGID2   144   144      N    CA     1     2      1.45622312      1.45622312

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG2   148   148      C    HA    22    24      2.17811620      2.17811620
DATA: HYDRORIG2   148   150     HA     H    24    33      4.37295795      4.57295795
DATA: HYDRORIG2   148   149     CA     H    21    28      2.53378614      2.53378614
DATA: HYDRORIG2   148   149      C     H    22    28      1.95944649      1.95944649
DATA: HYDRORIG2   149   149      N     H    25    28      1.00212730      1.00212730
DATA: HYDRORIG2   149   149     CA     H    26    28      2.06253189      2.06253189
DATA: HYDRORIG2   149   149      H    HA    28    29      2.04724360      2.24724360
DATA: HYDRORIG2   149   150      H     H    28    33      2.64395704      2.84395704
DATA: HYDRORIG2   149   149      N    HA    25    29      2.04582247      2.04582247
DATA: HYDRORIG2   149   149     CA    HA    26    29      1.09977805      1.09977805
DATA: HYDRORIG2   149   149      C    HA    27    29      2.17853627      2.17853627
DATA: HYDRORIG2   149   150     HA     H    29    33      3.26044940      3.46044940
DATA: HYDRORIG2   149   150     HA    HA    29    34      4.75466296      4.95466296
DATA: HYDRORIG2   149   150     CA     H    26    33      2.63222700      2.63222700
DATA: HYDRORIG2   149   150      C     H    27    33      2.00713667      2.00713667
DATA: HYDRORIG2   150   150      N     H    30    33      1.01251092      1.01251092
DATA: HYDRORIG2   150   150     CA     H    31    33      2.11418912      2.11418912
DATA: HYDRORIG2   150   150      H    HA    33    34      2.71514311      2.91514311
DATA: HYDRORIG2   150   151      H     H    33    38      4.38829875      4.58829875
DATA: HYDRORIG2   150   150      N    HA    30    34      2.06935376      2.06935376
DATA: HYDRORIG2   150   150     CA    HA    31    34      1.09825829      1.09825829
DATA: HYDRORIG2   150   150      C    HA    32    34      2.14902022      2.14902022
DATA: HYDRORIG2   150   151     HA     H    34    38      2.01696560      2.21696560
DATA: HYDRORIG2   150   151     CA     H    31    38      2.53045206      2.53045206
DATA: HYDRORIG2   150   151      C     H    32    38      1.99805047      1.99805047
DATA: HYDRORIG2   151   151      N     H    35    38      1.00311862      1.00311862
DATA: HYDRORIG2   151   151     CA     H    36    38      2.08406100      2.08406100
DATA: HYDRORIG2   151   144      H    HA    38     4      4.55601609      4.75601609
DATA: HYDRORIG2   144   144      N    HA     1     4      2.04803402      2.04803402

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_0_1   145   148      H     H     8    23      4.61321019      4.81321019
DATA: CROSSHYDRORIG_0_1   145   147     HA     H     9    18      3.23949041      3.43949041
DATA: CROSSHYDRORIG_0_1   145   148     HA     H     9    23      4.33274287      4.53274287
DATA: CROSSHYDRORIG_0_1   146   147      H     H    13    18      2.43108192      2.63108192
DATA: CROSSHYDRORIG_0_1   146   148      H     H    13    23      4.43702691      4.63702691

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_1_2   146   149     HA     H    14    28      3.57668745      3.77668745
DATA: CROSSHYDRORIG_1_2   146   149     HA    HA    14    29      3.44640024      3.64640024
DATA: CROSSHYDRORIG_1_2   147   149      H     H    18    28      3.65345830      3.85345830
DATA: CROSSHYDRORIG_1_2   147   149     HA     H    19    28      4.20111228      4.40111228
DATA: CROSSHYDRORIG_1_2   148   149      H     H    23    28      2.14104503      2.34104503
DATA: CROSSHYDRORIG_1_2   148   149      H    HA    23    29      4.25814174      4.45814174
DATA: CROSSHYDRORIG_1_2   148   150      H     H    23    33      3.40782795      3.60782795

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_0_2   145   149      H     H     8    28      4.40185122      4.60185122
DATA: CROSSHYDRORIG_0_2   145   149      H    HA     8    29      4.60621029      4.80621029
DATA: CROSSHYDRORIG_0_2   145   150      H     H     8    33      3.43661217      3.63661217
DATA: CROSSHYDRORIG_0_2   145   150      H    HA     8    34      4.53433901      4.73433901
DATA: CROSSHYDRORIG_0_2   145   151      H     H     8    38      4.78664024      4.98664024
DATA: CROSSHYDRORIG_0_2   146   149      H     H    13    28      4.67380948      4.87380948
DATA: CROSSHYDRORIG_0_2   146   149     HA     H    14    28      3.58226027      3.78226027
DATA: CROSSHYDRORIG_0_2   146   149     HA    HA    14    29      3.36072635      3.56072635

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J   LIJ     UIJ
DATA: LINKS    144   144      N     C     1     3 2.41960 2.41960
DATA: LINKS    146   146      N     C    10    12 2.42295 2.42295
DATA: LINKS    148   148      N     C    20    22 2.46709 2.46709
